,Zip Code,Offense
52541,64127.0,690
52542,64106.0,2655
52543,64119.0,640
52544,64145.0,630
52545,64131.0,501
52547,64111.0,802
52548,64114.0,501
52549,64127.0,690
52550,64106.0,702
52551,64123.0,702
52552,64111.0,801
52553,64130.0,210
52554,64112.0,1198
52555,64141.0,901
52556,64116.0,1120
52558,64117.0,630
52561,64130.0,401
52562,64124.0,502
52563,64134.0,403
52564,64109.0,1120
52565,64151.0,640
52567,64126.0,2655
52568,64123.0,2655
52569,64110.0,702
52570,64117.0,210
52571,64131.0,670
52572,64131.0,640
52573,64109.0,690
52574,64116.0,801
52575,64124.0,2601
52577,64111.0,650
52578,64130.0,401
52580,64110.0,2601
52581,64132.0,802
52583,64118.0,1401
52586,64130.0,802
52587,64126.0,402
52588,64123.0,702
52589,64130.0,802
52590,64134.0,802
52591,64118.0,1401
52592,64127.0,2601
52595,64127.0,650
52596,64111.0,1401
52597,64128.0,403
52598,64137.0,802
52599,64127.0,802
52600,64130.0,670
52602,64130.0,802
52603,64130.0,670
52604,64110.0,802
52606,64123.0,690
52607,64109.0,2040
52608,64130.0,401
52609,64052.0,2601
52611,64123.0,1849
52612,64126.0,690
52613,64127.0,502
52614,64124.0,702
52615,64131.0,670
52616,64119.0,1401
52618,64137.0,1401
52619,64131.0,502
52620,64134.0,1401
52622,64111.0,702
52623,64132.0,501
52624,64117.0,802
52625,64119.0,1401
52626,64111.0,401
52628,64127.0,630
52632,64132.0,501
52633,64134.0,2040
52635,64118.0,1401
52636,64117.0,702
52637,64111.0,640
52638,64112.0,301
52640,64130.0,403
52641,64119.0,501
52644,64131.0,670
52645,64133.0,801
52646,64111.0,610
52647,64130.0,702
52648,64124.0,1849
52649,64109.0,1401
52650,64114.0,501
52651,64129.0,2601
52652,64157.0,2601
52653,64123.0,302
52655,64131.0,640
52656,64114.0,640
52657,64151.0,501
52658,64124.0,501
52659,64111.0,501
52661,64155.0,802
52662,64111.0,650
52663,64137.0,690
52665,64116.0,401
52666,64130.0,2655
52669,64114.0,690
52671,64127.0,620
52672,64119.0,1401
52673,64110.0,702
52675,64124.0,1849
52676,64131.0,401
52677,64131.0,201
52678,64114.0,802
52679,64153.0,640
52680,64126.0,301
52681,64127.0,1750
52684,64133.0,650
52685,64118.0,650
52686,64127.0,640
52690,64111.0,301
52691,64126.0,501
52692,64127.0,690
52693,64127.0,690
52694,64106.0,401
52695,64132.0,1401
52696,64112.0,1120
52697,64129.0,501
52698,64131.0,690
52699,64154.0,2601
52700,64131.0,630
52701,64130.0,640
52702,64127.0,301
52703,64131.0,802
52704,64128.0,630
52705,64126.0,2601
52706,64130.0,640
52707,64157.0,650
52708,64105.0,702
52709,64145.0,630
52710,64102.0,702
52711,64106.0,702
52712,64153.0,670
52713,64118.0,2655
52714,64138.0,690
52715,64131.0,501
52716,64127.0,1401
52717,64127.0,802
52718,64108.0,801
52719,64123.0,403
52720,64111.0,650
52722,64108.0,802
52723,64130.0,702
52725,64134.0,702
52726,64129.0,501
52727,64109.0,2601
52730,64119.0,403
52731,64111.0,690
52732,64134.0,2100
52733,64126.0,640
52734,64138.0,401
52735,64153.0,640
52736,64113.0,1198
52737,64134.0,802
52738,64133.0,1401
52739,64124.0,670
52741,64114.0,630
52742,64132.0,802
52744,64106.0,670
52745,64127.0,1401
52746,64126.0,402
52747,64130.0,1198
52748,64123.0,2655
52751,64116.0,799
52753,64130.0,501
52755,64119.0,802
52756,64133.0,801
52757,64110.0,302
52758,64119.0,650
52759,64123.0,301
52760,64130.0,501
52763,64111.0,630
52764,64130.0,301
52765,64138.0,501
52766,64106.0,1849
52767,64127.0,640
52768,64138.0,302
52770,64110.0,650
52771,64131.0,1850
52773,64130.0,802
52774,64134.0,802
52775,64134.0,650
52776,64130.0,802
52778,64131.0,670
52779,64130.0,802
52781,64134.0,1401
52782,64130.0,401
52783,64133.0,802
52784,64108.0,401
52785,64127.0,802
52786,64124.0,501
52787,64110.0,640
52788,64109.0,802
52789,64127.0,1401
52790,64130.0,650
52791,64132.0,901
52792,64129.0,650
52793,64127.0,501
52794,64130.0,702
52795,64128.0,401
52797,64118.0,2601
52798,64113.0,1198
52799,64106.0,301
52800,64128.0,702
52801,64130.0,401
52802,64119.0,650
52803,64132.0,401
52804,64109.0,2655
52805,64158.0,690
52807,64119.0,1401
52808,64109.0,670
52809,64127.0,1352
52810,64129.0,2601
52812,64109.0,2040
52813,64130.0,501
52814,64127.0,501
52815,64129.0,670
52816,64145.0,690
52817,64128.0,801
52818,64127.0,501
52819,64117.0,2001
52820,64119.0,802
52821,64111.0,802
52822,64130.0,2601
52823,64117.0,840
52824,64114.0,1002
52825,64131.0,640
52826,64130.0,670
52827,64111.0,302
52828,64123.0,501
52830,64116.0,690
52831,64101.0,1401
52832,64111.0,702
52833,64130.0,501
52834,64130.0,690
52835,64127.0,901
52836,64124.0,690
52839,64128.0,702
52840,64157.0,1401
52841,64110.0,403
52843,64116.0,650
52844,64127.0,401
52845,64124.0,702
52846,64151.0,670
52847,64108.0,702
52848,64124.0,670
52849,64129.0,670
52850,64132.0,1401
52853,64119.0,640
52854,64130.0,801
52855,64118.0,1401
52858,64155.0,1401
52859,64124.0,650
52860,64124.0,3077
52863,64114.0,802
52864,64109.0,802
52865,64103.0,401
52866,64123.0,1849
52867,64123.0,1849
52868,64106.0,802
52870,64106.0,2601
52871,64120.0,690
52873,64108.0,201
52874,64128.0,501
52875,64127.0,690
52877,64161.0,2601
52878,64133.0,2601
52879,64114.0,660
52882,64130.0,1401
52884,64152.0,1401
52885,64111.0,650
52886,64108.0,650
52887,64119.0,670
52888,64108.0,901
52889,64161.0,630
52890,64130.0,402
52891,64134.0,630
52892,64116.0,650
52893,64111.0,1120
52894,64116.0,1401
52895,64126.0,801
52897,64119.0,1401
52898,64132.0,702
52899,64127.0,802
52900,64114.0,650
52902,64127.0,201
52903,64151.0,640
52905,64130.0,801
52906,64105.0,801
52907,64109.0,650
52909,64109.0,2601
52910,64106.0,650
52911,64116.0,690
52912,64118.0,403
52914,64130.0,401
52915,64133.0,670
52916,64126.0,501
52917,64125.0,1742
52918,64153.0,1122
52919,64138.0,1122
52920,64130.0,1750
52921,64114.0,702
52922,64133.0,2655
52924,64127.0,802
52925,64158.0,1122
52927,64132.0,702
52928,64124.0,670
52929,64154.0,501
52930,64132.0,702
52931,64127.0,831
52932,64130.0,1849
52933,64132.0,501
52934,64161.0,670
52935,64108.0,802
52936,64127.0,302
52937,64114.0,401
52938,64117.0,2655
52939,64127.0,501
52940,64132.0,401
52941,64117.0,2601
52942,64123.0,801
52943,64117.0,1401
52944,64109.0,501
52945,64153.0,1170
52947,64134.0,801
52948,64110.0,1401
52949,64131.0,802
52950,64127.0,799
52951,64123.0,802
52952,64130.0,501
52953,64123.0,802
52954,64134.0,501
52955,64109.0,302
52956,64153.0,1120
52958,64130.0,801
52959,64124.0,501
52960,64114.0,1850
52962,64155.0,640
52963,64128.0,501
52964,64123.0,690
52965,64130.0,801
52967,64123.0,670
52968,64119.0,802
52969,64118.0,802
52970,64108.0,501
52971,64111.0,1651
52972,64114.0,802
52973,64119.0,2040
52974,64131.0,802
52975,64130.0,1401
52976,64137.0,670
52977,64117.0,2601
52979,64128.0,2601
52980,64132.0,802
52981,64114.0,640
52982,64109.0,670
52983,64127.0,403
52984,64108.0,501
52986,64117.0,702
52987,64114.0,831
52989,64127.0,403
52990,64130.0,2601
52991,64123.0,2655
52992,64127.0,801
52993,64108.0,801
52994,64151.0,831
52995,64130.0,802
52996,64127.0,403
52997,64134.0,1401
52998,64128.0,501
52999,64109.0,1401
53001,64111.0,640
53002,64111.0,1401
53005,64118.0,802
53007,64110.0,630
53008,64130.0,1401
53009,64127.0,301
53010,64132.0,702
53011,64110.0,501
53012,64124.0,501
53015,64110.0,702
53017,64109.0,401
53018,64127.0,302
53019,64132.0,802
53020,64158.0,1122
53021,64110.0,1546
53023,64123.0,702
53024,64105.0,640
53025,64130.0,2040
53026,64133.0,840
53027,64118.0,301
53032,64132.0,670
53033,64123.0,690
53034,64132.0,1401
53035,64105.0,702
53036,64106.0,2601
53037,64117.0,1401
53038,64130.0,670
53039,64110.0,1120
53040,64126.0,702
53041,64119.0,1401
53042,64127.0,1401
53044,64127.0,501
53045,64130.0,640
53046,64128.0,801
53047,64127.0,802
53048,64114.0,1401
53051,64152.0,801
53052,64130.0,702
53054,64109.0,2402
53055,64111.0,1849
53056,64127.0,1849
53057,64134.0,801
53058,64153.0,801
53059,64153.0,650
53060,64124.0,650
53061,64106.0,702
53062,64110.0,802
53064,64130.0,802
53065,64155.0,630
53067,64106.0,1001
53068,64127.0,802
53071,64108.0,1401
53072,64130.0,840
53074,64113.0,640
53075,64108.0,840
53076,64128.0,403
53077,64123.0,640
53078,64138.0,501
53079,64127.0,401
53080,64127.0,1849
53081,64155.0,670
53082,64127.0,301
53083,64133.0,301
53085,64137.0,501
53086,64118.0,670
53087,64130.0,1401
53088,64151.0,702
53089,64134.0,2601
53090,64105.0,640
53091,64157.0,802
53093,64116.0,690
53094,64130.0,640
53095,64134.0,702
53096,64111.0,702
53097,64130.0,831
53098,64151.0,1120
53099,64118.0,802
53100,64145.0,630
53101,64134.0,2601
53102,64151.0,801
53103,64130.0,403
53104,64133.0,640
53105,64118.0,670
53107,64114.0,502
53108,64132.0,802
53110,64124.0,702
53112,64134.0,690
53113,64110.0,501
53115,64132.0,802
53116,64130.0,702
53117,64111.0,630
53118,64117.0,201
53119,64114.0,702
53120,34127.0,801
53121,64155.0,1401
53123,64126.0,650
53124,64130.0,2100
53125,64130.0,690
53127,64145.0,802
53128,64152.0,802
53130,64130.0,801
53131,64147.0,403
53132,64134.0,801
53133,64128.0,501
53134,64127.0,2601
53135,64134.0,702
53138,64106.0,702
53140,64138.0,403
53141,64108.0,1701
53142,64130.0,302
53143,64130.0,2201
53144,64131.0,801
53145,64134.0,690
53146,64125.0,501
53147,64110.0,640
53148,64127.0,502
53149,64124.0,302
53150,64130.0,401
53151,64123.0,301
53153,64133.0,801
53154,64138.0,501
53156,64155.0,801
53157,64118.0,802
53158,64130.0,1401
53159,64128.0,2604
53160,64123.0,1401
53161,64114.0,702
53163,64145.0,1050
53164,64118.0,801
53166,64113.0,650
53169,64151.0,640
53170,64106.0,640
53171,64117.0,801
53172,64109.0,302
53173,64157.0,1401
53174,64111.0,1849
53175,64106.0,2655
53177,64118.0,1401
53178,64120.0,690
53179,64132.0,2601
53180,64127.0,1849
53181,64137.0,650
53182,64130.0,840
53183,64145.0,702
53184,64129.0,301
53185,64155.0,1401
53186,64155.0,670
53187,64155.0,690
53188,64126.0,1401
53189,64110.0,302
53190,64128.0,2601
53191,64132.0,401
53192,64127.0,1198
53193,64124.0,1849
53194,64127.0,802
53195,64117.0,1001
53196,64108.0,670
53197,64134.0,1198
53198,64124.0,401
53200,64132.0,502
53201,64119.0,650
53202,64118.0,802
53203,64136.0,210
53204,64133.0,670
53205,64153.0,1120
53206,64123.0,401
53207,64132.0,702
53208,64117.0,401
53209,64130.0,1198
53210,64130.0,1401
53211,64134.0,2601
53212,64132.0,1401
53213,64124.0,802
53214,64127.0,802
53215,64127.0,302
53216,64128.0,670
53217,64106.0,1401
53218,64118.0,501
53219,64138.0,650
53220,64132.0,501
53221,64130.0,302
53222,64106.0,640
53224,64111.0,670
53225,64109.0,801
53226,64111.0,1401
53227,64116.0,501
53228,64131.0,640
53229,64132.0,401
53230,64106.0,1750
53231,64109.0,831
53232,64111.0,501
53233,64130.0,501
53234,64106.0,2655
53235,64133.0,640
53237,64110.0,802
53238,64129.0,801
53239,64128.0,802
53240,64109.0,650
53241,64130.0,690
53242,64108.0,831
53244,64109.0,802
53247,64130.0,501
53251,64131.0,302
53252,64128.0,802
53253,64114.0,501
53254,64137.0,501
53256,64137.0,802
53257,64106.0,401
53258,64130.0,2040
53259,64127.0,1401
53260,64106.0,2601
53261,64138.0,401
53262,64134.0,650
53263,64130.0,2601
53264,64106.0,2201
53265,64117.0,801
53266,64130.0,2601
53268,64108.0,801
53269,64123.0,690
53270,64105.0,1120
53271,64151.0,802
53272,64158.0,640
53273,64130.0,801
53274,64110.0,702
53275,64128.0,2040
53277,64130.0,1401
53279,64117.0,802
53280,64109.0,1401
53281,64124.0,640
53282,64130.0,702
53283,64133.0,1188
53284,64110.0,630
53285,64111.0,702
53286,64110.0,1401
53287,64119.0,802
53288,64134.0,501
53289,64117.0,690
53290,64106.0,702
53291,64112.0,640
53292,64131.0,501
53293,64129.0,302
53294,64132.0,301
53295,64114.0,630
53296,64130.0,801
53298,64131.0,802
53299,64111.0,640
53300,64132.0,840
53301,64114.0,640
53302,64111.0,650
53304,64110.0,670
53305,64123.0,1198
53306,64120.0,2601
53308,64111.0,802
53309,64130.0,501
53310,64153.0,650
53311,64134.0,702
53312,64138.0,1198
53313,64131.0,1198
53314,64134.0,1401
53315,64132.0,2041
53316,64157.0,802
53317,64114.0,650
53318,64127.0,501
53319,64114.0,1198
53320,64111.0,501
53321,64137.0,640
53322,64132.0,403
53323,64106.0,670
53325,64130.0,501
53326,64123.0,690
53327,64130.0,201
53328,64120.0,1850
53329,64110.0,501
53330,64130.0,501
53331,64117.0,1002
53332,64126.0,901
53333,64131.0,702
53334,64114.0,630
53335,64152.0,2601
53336,64138.0,801
53337,64111.0,831
53338,64138.0,802
53339,64114.0,501
53340,64134.0,501
53341,64127.0,2601
53343,64129.0,2040
53344,64109.0,802
53345,64134.0,702
53346,64146.0,1001
53348,64129.0,401
53351,64127.0,401
53352,64152.0,2100
53353,64130.0,501
53355,64111.0,301
53356,64157.0,630
53357,64106.0,831
53358,64130.0,630
53359,64111.0,690
53360,64127.0,670
53361,64138.0,501
53363,64108.0,840
53365,64128.0,3070
53366,64109.0,702
53367,64130.0,501
53369,64132.0,1401
53370,64134.0,640
53371,64138.0,401
53372,64127.0,1198
53373,64124.0,2001
53375,64157.0,501
53376,64138.0,501
53377,64108.0,2655
53378,64132.0,201
53379,64124.0,1002
53380,64133.0,1188
53381,64127.0,802
53382,64110.0,640
53383,64155.0,501
53384,64134.0,650
53385,64134.0,501
53386,64109.0,901
53388,64132.0,831
53389,64138.0,1401
53390,64133.0,1702
53392,64131.0,690
53393,64134.0,670
53395,64130.0,801
53396,64123.0,2601
53397,64156.0,670
53398,64134.0,801
53399,64155.0,630
53400,64119.0,1401
53401,64124.0,650
53402,64129.0,802
53403,64155.0,650
53404,64133.0,1120
53406,64114.0,702
53407,64111.0,801
53408,64120.0,640
53410,64127.0,1401
53411,64151.0,1401
53412,64128.0,702
53413,64123.0,801
53414,64119.0,702
53415,64106.0,831
53416,64128.0,802
53417,64111.0,702
53418,64163.0,1198
53419,64124.0,1401
53420,64124.0,670
53421,64109.0,301
53422,64108.0,801
53423,64127.0,702
53424,64124.0,670
53426,64130.0,1401
53427,64154.0,1198
53428,64119.0,1198
53430,64106.0,1401
53431,64133.0,1401
53432,64131.0,210
53433,64123.0,1198
53434,64131.0,650
53435,64130.0,702
53436,64127.0,403
53438,64106.0,650
53439,64128.0,401
53442,64105.0,801
53443,64151.0,1188
53444,64129.0,210
53445,64114.0,501
53446,64112.0,650
53447,64116.0,1849
53448,64126.0,802
53450,64109.0,1849
53451,64137.0,702
53452,64109.0,610
53453,64128.0,702
53454,64130.0,401
53455,64109.0,501
53457,64133.0,702
53459,64124.0,501
53461,64136.0,670
53462,64113.0,1122
53463,64155.0,801
53464,64124.0,650
53465,64127.0,831
53466,64114.0,670
53467,64111.0,401
53468,64109.0,640
53469,64108.0,1701
53470,64131.0,502
53471,64131.0,801
53472,64154.0,2001
53473,64154.0,802
53475,64137.0,802
53476,64132.0,401
53477,64138.0,801
53478,64132.0,501
53479,64138.0,401
53480,64118.0,650
53482,64132.0,1120
53483,64132.0,2601
53485,64109.0,401
53486,64127.0,801
53487,64155.0,2601
53489,64114.0,210
53490,64130.0,1401
53491,64108.0,1401
53492,64134.0,802
53493,64131.0,1401
53494,64119.0,670
53495,64110.0,2655
53496,64105.0,670
53497,64110.0,801
53498,64127.0,1001
53499,64111.0,802
53500,64130.0,802
53501,64130.0,1001
53502,64124.0,401
53503,64123.0,2604
53504,64111.0,501
53505,64138.0,1401
53506,64134.0,2655
53507,64111.0,640
53508,64130.0,1850
53509,64138.0,1401
53510,64134.0,702
53511,64105.0,650
53512,64116.0,802
53513,64130.0,702
53514,64126.0,840
53515,64111.0,640
53516,64113.0,301
53517,64106.0,403
53518,64110.0,501
53519,64110.0,1120
53522,66108.0,801
53523,64138.0,802
53525,64123.0,640
53526,64108.0,2100
53527,64134.0,501
53529,64111.0,1401
53530,64130.0,2655
53531,64108.0,2655
53533,64127.0,801
53534,64132.0,2100
53535,64133.0,630
53536,64105.0,801
53537,64154.0,2601
53538,64118.0,702
53539,64129.0,802
53540,64130.0,702
53541,64111.0,640
53542,64109.0,1001
53543,64134.0,1849
53544,64155.0,630
53545,64128.0,702
53547,64132.0,690
53548,64151.0,630
53549,64116.0,690
53550,64138.0,502
53551,64108.0,2601
53552,64120.0,650
53553,64127.0,1401
53554,64129.0,702
53556,64127.0,802
53557,64118.0,640
53558,64111.0,401
53562,64108.0,1401
53563,64134.0,2100
53564,64131.0,1401
53565,64132.0,690
53566,64145.0,650
53567,64151.0,2601
53568,64134.0,501
53569,64114.0,630
53570,64110.0,630
53571,64109.0,1849
53572,64111.0,650
53573,64127.0,501
53574,64106.0,801
53575,64152.0,1401
53576,64132.0,801
53577,64127.0,702
53579,64128.0,802
53581,64130.0,802
53582,64127.0,2402
53583,64127.0,401
53586,64109.0,640
53587,64123.0,2655
53589,64151.0,1122
53590,64118.0,1188
53591,64129.0,401
53595,64112.0,640
53596,64118.0,1122
53598,64109.0,801
53599,64106.0,670
53600,64116.0,802
53601,64111.0,640
53602,64110.0,802
53603,64108.0,801
53604,64116.0,1201
53605,64109.0,801
53608,64130.0,702
53609,64131.0,401
53610,64120.0,1170
53611,64153.0,650
53612,64114.0,670
53614,64110.0,402
53615,64124.0,501
53616,64106.0,2655
53617,64127.0,2601
53618,64111.0,840
53619,64153.0,690
53620,64106.0,650
53621,64128.0,501
53622,64134.0,501
53623,64118.0,1122
53624,64138.0,650
53625,64117.0,501
53626,64127.0,401
53627,64128.0,802
53629,64133.0,630
53630,64123.0,501
53631,64127.0,401
53632,64111.0,650
53633,64118.0,802
53634,64127.0,302
53635,64125.0,690
53636,64106.0,2100
53637,64155.0,640
53638,64126.0,402
53639,64123.0,801
53640,64118.0,1849
53641,64108.0,801
53642,64130.0,1120
53643,64145.0,630
53644,64138.0,840
53645,64128.0,690
53646,64108.0,2601
53647,64111.0,650
53648,64151.0,702
53650,64127.0,1401
53651,64127.0,650
53654,64110.0,501
53655,64129.0,502
53656,64110.0,1401
53658,64131.0,501
53659,64110.0,670
53660,64128.0,640
53661,64124.0,1352
53662,64151.0,501
53663,64133.0,1120
53664,64110.0,1742
53667,64127.0,801
53670,64116.0,1122
53671,64127.0,302
53672,64127.0,802
53674,64120.0,690
53675,64134.0,403
53676,64133.0,690
53677,64130.0,401
53678,64111.0,690
53679,64111.0,640
53680,64130.0,401
53682,64127.0,801
53683,64151.0,801
53685,64117.0,702
53686,64134.0,403
53687,64130.0,301
53688,64109.0,2402
53689,64118.0,650
53690,64112.0,650
53691,64128.0,690
53692,64128.0,1850
53694,64119.0,801
53696,64134.0,2041
53697,64117.0,650
53698,64151.0,1401
53699,64127.0,2601
53700,64111.0,640
53701,64131.0,702
53702,64153.0,2601
53703,64110.0,501
53704,64132.0,831
53705,64124.0,402
53706,64119.0,802
53707,64131.0,690
53709,64106.0,831
53711,64110.0,402
53712,64110.0,1401
53713,64154.0,1401
53714,64133.0,702
53715,64111.0,630
53716,64134.0,401
53717,64130.0,401
53718,64129.0,802
53719,64134.0,802
53720,64134.0,401
53721,64101.0,802
53723,64128.0,802
53724,64110.0,670
53725,64116.0,501
53726,64128.0,501
53727,64112.0,640
53728,64132.0,403
53731,64131.0,1198
53732,64119.0,802
53733,64131.0,401
53734,64130.0,702
53735,64123.0,650
53736,64128.0,2402
53737,64130.0,501
53738,64155.0,501
53739,64116.0,501
53740,64128.0,501
53741,64147.0,403
53742,64127.0,690
53743,64114.0,650
53744,64129.0,802
53746,64128.0,1849
53747,64127.0,2601
53748,64109.0,640
53749,64106.0,801
53750,64124.0,301
53751,64124.0,831
53752,64111.0,640
53754,64126.0,690
53756,64130.0,702
53757,64108.0,670
53759,64127.0,640
53760,64130.0,801
53763,64123.0,501
53764,64130.0,501
53765,64137.0,690
53767,64109.0,670
53768,64123.0,2100
53769,64123.0,1849
53770,64133.0,630
53771,64117.0,401
53772,64161.0,640
53773,64127.0,802
53774,64118.0,2655
53776,64109.0,802
53777,64133.0,301
53778,64132.0,1401
53779,64133.0,630
53780,64109.0,401
53781,64123.0,670
53782,64106.0,650
53783,64105.0,650
53784,64127.0,801
53785,64131.0,403
53786,64118.0,702
53787,64130.0,1122
53788,64128.0,802
53789,64127.0,501
53790,64130.0,501
53791,64132.0,690
53792,64111.0,640
53794,64133.0,802
53795,64134.0,302
53798,64119.0,1850
53799,64128.0,301
53800,64119.0,802
53801,64131.0,302
53802,64111.0,1120
53803,64133.0,401
53804,64147.0,302
53805,64145.0,799
53806,64108.0,2402
53807,64127.0,1401
53808,64134.0,501
53809,64106.0,2402
53811,64119.0,401
53812,64130.0,1849
53813,64132.0,1001
53814,64114.0,702
53816,64131.0,801
53817,64118.0,640
53818,64119.0,702
53819,64127.0,1849
53822,64128.0,1401
53823,64118.0,802
53824,64109.0,401
53825,64119.0,2601
53826,64134.0,201
53827,64132.0,501
53828,64134.0,501
53831,64130.0,802
53832,64157.0,2601
53834,64157.0,501
53835,64127.0,401
53836,64127.0,2001
53837,64113.0,1198
53838,64127.0,2601
53840,64145.0,2601
53841,64116.0,501
53842,64154.0,1850
53844,64124.0,502
53845,64130.0,501
53846,64114.0,1401
53847,64106.0,702
53848,64128.0,302
53849,64131.0,1401
53850,64130.0,640
53851,64123.0,401
53852,64123.0,801
53853,64134.0,702
53854,64155.0,702
53855,64120.0,2041
53856,64130.0,670
53857,64110.0,2655
53858,64130.0,401
53859,64130.0,2601
53860,64108.0,670
53861,64123.0,650
53862,64157.0,670
53863,64119.0,690
53864,64134.0,1198
53865,64118.0,1188
53866,64116.0,401
53869,64108.0,630
53870,64109.0,630
53871,64131.0,501
53872,64127.0,501
53873,64109.0,801
53874,64127.0,650
53876,64131.0,1702
53877,64134.0,690
53878,64112.0,670
53879,64111.0,702
53880,64110.0,802
53881,64127.0,802
53882,64137.0,640
53883,64134.0,801
53885,64113.0,1002
53886,64114.0,640
53887,64130.0,702
53888,64124.0,501
53889,64106.0,2661
53890,64112.0,640
53893,64153.0,2041
53894,64154.0,501
53896,64110.0,501
53897,64127.0,401
53898,64118.0,670
53899,64111.0,802
53900,64106.0,2601
53901,64133.0,690
53903,64151.0,802
53904,64134.0,702
53905,64111.0,401
53906,64123.0,2655
53907,64124.0,1401
53909,64128.0,501
53911,64105.0,2402
53912,64109.0,501
53913,64130.0,501
53914,64127.0,801
53916,64127.0,840
53917,64111.0,690
53918,64137.0,640
53919,64111.0,801
53921,64108.0,801
53922,64134.0,801
53923,64130.0,802
53924,64130.0,831
53925,64161.0,640
53927,64128.0,801
53928,64119.0,401
53929,64130.0,501
53930,64130.0,302
53932,64133.0,802
53933,64106.0,1401
53934,64119.0,802
53937,64106.0,801
53938,64132.0,501
53939,64130.0,501
53940,64131.0,702
53942,64111.0,670
53943,64109.0,2601
53944,64132.0,801
53945,64123.0,501
53946,64126.0,1401
53947,64109.0,702
53948,64111.0,630
53949,64137.0,1122
53950,64131.0,802
53951,64130.0,2402
53952,64137.0,640
53953,64130.0,801
53954,64132.0,702
53955,64114.0,1401
53956,64124.0,802
53957,64116.0,1122
53958,64109.0,670
53959,64134.0,1188
53961,64114.0,640
53962,64128.0,1850
53963,64134.0,2403
53964,64125.0,401
53965,64106.0,670
53966,64119.0,1401
53967,64157.0,1198
53968,64106.0,2601
53969,64124.0,302
53970,64110.0,501
53971,64118.0,831
53972,64123.0,630
53973,64108.0,2601
53974,64132.0,501
53976,64131.0,630
53977,64130.0,403
53978,64129.0,502
53980,64127.0,1401
53981,64108.0,2601
53982,64132.0,403
53984,64110.0,501
53985,64111.0,640
53986,64132.0,302
53987,64134.0,690
53990,64151.0,660
53993,64111.0,670
53994,64117.0,501
53995,64111.0,831
53996,64106.0,690
53997,64127.0,802
53998,64128.0,650
53999,64134.0,690
54000,64114.0,802
54001,64123.0,802
54002,64106.0,302
54003,64128.0,501
54004,64111.0,702
54007,64130.0,650
54008,64106.0,640
54009,64133.0,640
54010,64155.0,1401
54012,64120.0,640
54013,64127.0,501
54014,64151.0,802
54015,64138.0,650
54016,64110.0,302
54017,64119.0,630
54018,64133.0,2655
54019,64118.0,831
54020,64127.0,302
54021,64106.0,831
54022,64127.0,302
54024,64111.0,650
54025,64119.0,640
54029,64110.0,802
54030,64147.0,802
54031,64127.0,1849
54032,64154.0,403
54033,64110.0,640
54034,64129.0,2601
54035,64111.0,1401
54037,64130.0,801
54038,64155.0,690
54039,64155.0,640
54040,64113.0,501
54041,64111.0,501
54042,64116.0,401
54043,64123.0,1750
54044,64106.0,2601
54046,64128.0,801
54047,64131.0,501
54048,64126.0,403
54049,64116.0,301
54050,64130.0,702
54051,64137.0,2601
54052,64133.0,2041
54053,64119.0,2601
54055,64127.0,702
54056,64111.0,302
54057,64130.0,1122
54058,64128.0,802
54059,64134.0,501
54060,64117.0,1742
54061,64110.0,2601
54062,64111.0,501
54063,64124.0,802
54065,64114.0,403
54069,64114.0,802
54070,64138.0,702
54071,64108.0,1401
54072,64138.0,1401
54073,64130.0,831
54075,64154.0,630
54076,64114.0,650
54077,64118.0,502
54078,64134.0,702
54079,64111.0,401
54080,64124.0,802
54081,64127.0,401
54082,64130.0,690
54083,64134.0,301
54084,64108.0,802
54085,64117.0,1002
54086,64145.0,630
54087,64120.0,799
54088,64132.0,801
54089,64111.0,702
54090,64127.0,302
54092,64127.0,840
54094,64151.0,640
54095,64123.0,702
54096,64111.0,650
54097,64130.0,702
54098,64111.0,702
54099,64130.0,1401
54100,64111.0,802
54101,64134.0,302
54102,64106.0,670
54103,64111.0,702
54104,64128.0,501
54105,64109.0,401
54106,64132.0,1546
54107,64111.0,801
54108,64117.0,401
54109,64138.0,502
54110,64131.0,1120
54112,64112.0,630
54113,64123.0,802
54114,64124.0,1401
54115,64124.0,501
54117,64116.0,501
54118,64133.0,610
54119,64138.0,610
54120,64138.0,1401
54121,64158.0,640
54122,64118.0,1401
54124,64138.0,690
54125,64130.0,1120
54127,64149.0,1401
54129,64111.0,401
54130,64120.0,1401
54132,64129.0,801
54133,64112.0,801
54135,64124.0,802
54136,64111.0,502
54137,64131.0,501
54139,64134.0,690
54141,64114.0,501
54142,64153.0,201
54143,64133.0,802
54144,64109.0,702
54145,64118.0,670
54146,64155.0,690
54147,64111.0,501
54149,64126.0,801
54150,64109.0,802
54153,64134.0,302
54154,64128.0,702
54155,64106.0,502
54156,64111.0,501
54157,64127.0,1401
54159,64106.0,2601
54160,64127.0,802
54161,64110.0,302
54162,64110.0,702
54163,64130.0,401
54165,64134.0,630
54168,64151.0,801
54169,64119.0,640
54170,64106.0,1850
54171,64151.0,802
54173,64133.0,690
54174,64125.0,1401
54175,64155.0,640
54177,64130.0,802
54180,64128.0,690
54181,64114.0,2402
54183,64131.0,302
54184,64105.0,650
54185,64134.0,2601
54186,64155.0,630
54187,64106.0,630
54188,64108.0,802
54189,64156.0,802
54190,64151.0,1401
54191,64132.0,301
54192,64118.0,801
54193,64130.0,2604
54194,64130.0,2655
54195,64123.0,301
54196,64112.0,502
54197,64134.0,1401
