,Offense,Age,Month,Day,Year
69287,802,54.0,05,28,2015
69288,640,66.0,02,27,2015
69289,650,62.0,04,24,2015
69290,670,57.0,03,28,2015
69291,1198,26.0,10,08,2015
69292,801,,06,21,2015
69293,401,,11,03,2015
69294,640,26.0,01,19,2015
69295,1198,,02,02,2015
69296,1120,,02,03,2015
69297,301,30.0,06,06,2015
69298,501,37.0,04,21,2015
69299,690,,05,15,2015
69300,1401,52.0,12,04,2015
69301,2040,28.0,04,20,2015
69302,2655,31.0,04,09,2015
69303,690,,08,29,2015
69304,801,38.0,05,15,2015
69305,502,,06,28,2015
69306,1546,30.0,08,28,2015
69307,501,,06,17,2015
69308,1850,,08,27,2015
69309,802,50.0,01,15,2015
69310,2601,,01,08,2015
69311,801,49.0,01,22,2015
69312,1849,,07,17,2015
69313,802,39.0,07,12,2015
69314,1401,,03,15,2015
69315,702,,04,29,2015
69316,801,,05,19,2015
69317,1849,,11,10,2015
69318,1401,,03,29,2015
69319,401,23.0,08,29,2015
69320,702,,10,18,2015
69321,301,28.0,07,22,2015
69322,840,47.0,06,11,2015
69323,302,43.0,05,18,2015
69324,670,31.0,11,09,2015
69325,670,24.0,07,09,2015
69326,1546,,06,21,2015
69327,802,20.0,11,14,2015
69328,1002,,06,03,2015
69329,403,26.0,01,21,2015
69330,802,22.0,08,29,2015
69331,702,64.0,07,07,2015
69332,670,72.0,06,20,2015
69333,501,32.0,09,12,2015
69334,501,76.0,01,10,2015
69335,302,52.0,03,02,2015
69336,1401,,01,24,2015
69337,801,47.0,04,09,2015
69338,1120,49.0,03,10,2015
69339,2601,50.0,06,25,2015
69340,690,65.0,12,28,2015
69341,901,,03,04,2015
69342,2655,24.0,07,03,2015
69343,831,49.0,09,18,2015
69344,802,25.0,06,27,2015
69345,501,,10,01,2015
69346,2601,,10,21,2015
69347,650,,01,19,2015
69348,1198,,05,01,2015
69349,1002,49.0,03,26,2015
69350,702,,07,08,2015
69351,1849,,03,20,2015
69352,1352,20.0,05,20,2015
69353,2601,30.0,09,30,2015
69354,2655,23.0,09,13,2015
69355,501,,02,08,2015
69356,702,21.0,08,18,2015
69357,1401,,10,31,2015
69358,501,,09,01,2015
69359,690,67.0,08,22,2015
69360,702,,07,27,2015
69361,802,18.0,04,27,2015
69362,640,,12,27,2015
69363,690,,07,27,2015
69364,501,58.0,02,28,2015
69365,1352,,02,24,2015
69366,401,34.0,05,21,2015
69367,2655,,11,15,2015
69368,302,23.0,12,11,2015
69369,802,36.0,11,26,2015
69370,630,,01,09,2015
69371,302,30.0,05,09,2015
69372,702,,11,18,2015
69373,2604,54.0,08,20,2015
69374,640,38.0,06,24,2015
69375,1850,23.0,04,18,2015
69376,650,57.0,06,07,2015
69377,802,19.0,11,05,2015
69378,2655,,08,27,2015
69379,1401,,06,01,2015
69380,2402,,12,11,2015
69381,702,,08,12,2015
69382,702,,03,30,2015
69383,501,,05,29,2015
69384,802,35.0,09,21,2015
69385,670,,05,12,2015
69386,840,,06,23,2015
69387,302,,07,28,2015
69388,670,29.0,08,22,2015
69389,802,34.0,05,26,2015
69390,1401,,02,17,2015
69391,640,25.0,03,14,2015
69392,501,30.0,01,07,2015
69393,702,,12,08,2015
69394,502,,05,09,2015
69395,802,38.0,05,15,2015
69396,670,36.0,05,03,2015
69397,1850,68.0,10,16,2015
69398,640,,12,27,2015
69399,501,22.0,04,28,2015
69400,801,53.0,05,09,2015
69401,2403,62.0,09,13,2015
69402,302,,01,18,2015
69403,801,34.0,04,05,2015
69404,630,,07,21,2015
69405,799,,12,23,2015
69406,1198,,01,02,2015
69407,1742,,01,05,2015
69408,2601,,02,05,2015
69409,801,28.0,10,24,2015
69410,501,31.0,04,22,2015
69411,670,39.0,06,30,2015
69412,2040,45.0,04,02,2015
69413,1401,32.0,02,08,2015
69414,670,,09,06,2015
69415,650,21.0,05,05,2015
69416,650,38.0,09,10,2015
69417,1401,21.0,06,04,2015
69418,2402,60.0,10,07,2015
69419,801,,10,18,2015
69420,670,18.0,03,27,2015
69421,1188,,03,06,2015
69422,2601,60.0,03,06,2015
69423,650,24.0,03,04,2015
69424,650,58.0,05,15,2015
69425,1401,40.0,05,29,2015
69426,302,,09,26,2015
69427,630,,01,01,2015
69428,401,59.0,11,28,2015
69429,501,,09,26,2015
69430,302,18.0,10,05,2015
69431,640,45.0,01,18,2015
69432,1401,,03,28,2015
69433,1401,,05,10,2015
69434,1401,,03,07,2015
69435,1849,25.0,05,11,2015
69436,702,,12,27,2014
69437,1401,,10,04,2015
69438,1120,53.0,09,21,2015
69439,640,33.0,10,09,2015
69440,501,76.0,08,02,2015
69441,1401,,11,30,2014
69442,501,,01,23,2015
69443,801,43.0,01,15,2015
69444,802,31.0,05,14,2015
69445,640,,06,17,2015
69446,1401,,12,08,2015
69447,1401,,02,14,2015
69448,802,26.0,08,07,2015
69449,501,,08,10,2015
69450,401,35.0,02,11,2015
69451,630,,08,03,2015
69452,302,40.0,07,21,2015
69453,401,,07,01,2015
69454,1198,66.0,09,09,2015
69455,1401,27.0,11,23,2015
69456,1401,20.0,09,12,2015
69457,1401,,05,13,2015
69458,670,,12,30,2015
69459,702,63.0,10,01,2014
69460,702,,11,02,2015
69461,501,21.0,02,15,2015
69462,802,24.0,03,11,2015
69463,690,19.0,10,28,2015
69464,802,31.0,09,21,2015
69465,1198,,01,15,2015
69466,1401,56.0,12,05,2015
69467,501,,03,28,2015
69468,501,,11,16,2015
69469,670,54.0,07,24,2015
69470,2040,78.0,06,29,2015
69471,501,,08,17,2015
69472,1849,47.0,08,28,2015
69473,501,,07,11,2015
69474,801,54.0,09,10,2015
69475,640,,05,22,2015
69476,401,40.0,03,15,2015
69477,801,26.0,05,20,2015
69478,302,20.0,07,31,2015
69479,650,,08,03,2015
69480,840,,12,05,2015
69481,501,,10,29,2015
69482,302,,12,26,2015
69483,802,26.0,07,03,2015
69484,690,59.0,03,24,2015
69485,690,,09,01,2015
69486,1197,47.0,09,20,2015
69487,801,57.0,10,04,2015
69488,802,31.0,07,05,2015
69489,630,56.0,12,04,2015
69490,640,23.0,12,25,2015
69491,640,,12,24,2015
69492,670,37.0,02,26,2015
69493,501,50.0,12,12,2015
69494,650,62.0,11,15,2015
69495,1401,,06,19,2015
69496,702,,11,25,2015
69497,690,,04,09,2015
69498,690,34.0,04,18,2015
69499,301,,10,07,2015
69500,1120,61.0,02,16,2015
69501,1546,,08,02,2015
69502,1401,,12,14,2015
69503,670,,11,13,2015
69504,1849,,12,11,2015
69505,1401,,09,03,2015
69506,1401,67.0,09,01,2015
69507,630,,03,24,2015
69508,2402,19.0,05,07,2015
69509,801,18.0,11,04,2015
69510,502,31.0,03,20,2015
69511,302,,05,15,2015
69512,802,36.0,12,04,2015
69513,831,34.0,08,24,2015
69514,630,58.0,05,02,2015
69515,702,,07,24,2015
69516,501,,08,07,2015
69517,1546,34.0,10,13,2015
69518,2601,41.0,03,09,2015
69519,801,38.0,03,19,2015
69520,501,29.0,11,30,2015
69521,2655,,03,13,2015
69522,690,,09,14,2015
69523,2601,59.0,04,29,2015
69524,501,,04,20,2015
69525,501,24.0,08,04,2015
69526,1850,,11,05,2015
69527,302,,06,14,2015
69528,1401,,09,17,2015
69529,2201,,03,10,2015
69530,630,,07,22,2015
69531,1401,,09,14,2015
69532,802,41.0,10,15,2015
69533,650,61.0,07,31,2015
69534,302,18.0,08,18,2015
69535,2041,33.0,09,22,2015
69536,1849,,03,07,2015
69537,630,,08,30,2015
69538,802,55.0,04,04,2015
69539,501,35.0,10,19,2015
69540,1401,,03,29,2015
69541,1849,,11,23,2015
69542,640,,02,13,2015
69543,840,,05,06,2015
69544,1770,65.0,05,07,2015
69545,501,,05,04,2015
69546,1122,,05,14,2015
69547,2201,,10,27,2015
69548,1401,34.0,03,07,2015
69549,1122,72.0,08,11,2015
69550,640,59.0,12,09,2015
69551,403,46.0,09,04,2015
69552,1352,26.0,,,
69553,801,28.0,05,27,2015
69554,2201,62.0,09,18,2015
69555,1122,,04,24,2014
69556,1401,56.0,02,04,2015
69557,501,,12,14,2015
69558,801,33.0,09,27,2015
69559,2402,41.0,12,13,2015
69560,2601,,05,20,2015
69561,801,39.0,07,20,2015
69562,1849,,08,14,2015
69563,702,,05,27,2015
69564,650,28.0,12,15,2015
69565,501,64.0,01,25,2015
69566,2655,,11,16,2015
69567,801,22.0,07,29,2015
69568,670,,11,26,2014
69569,650,,02,12,2015
69570,901,,06,23,2015
69571,230,,10,03,2015
69572,802,54.0,11,27,2015
69573,501,18.0,01,01,2015
69574,302,,09,03,2015
69575,670,23.0,12,28,2014
69576,501,92.0,10,01,2015
69577,650,33.0,10,02,2015
69578,2601,,02,24,2015
69579,630,,01,26,2015
69580,702,39.0,06,05,2015
69581,1546,,08,15,2015
69582,1401,48.0,06,15,2015
69583,1401,,07,03,2015
69584,2601,,07,16,2015
69585,1198,,06,02,2015
69586,1849,21.0,04,03,2015
69587,1201,18.0,07,03,2015
69588,690,27.0,08,20,2015
69589,1401,,12,17,2015
69590,650,,11,13,2015
69591,501,,10,27,2015
69592,302,,04,01,2015
69593,690,23.0,12,31,2014
69594,1401,,01,24,2015
69595,1120,39.0,12,08,2014
69596,501,29.0,09,23,2015
69597,401,,02,15,2015
69598,1850,,12,13,2015
69599,501,43.0,10,19,2015
69600,1352,33.0,04,20,2015
69601,2601,,02,12,2015
69602,502,,02,13,2015
69603,1546,,10,22,2015
69604,1401,36.0,04,30,2015
69605,2655,,11,29,2015
69606,670,35.0,05,25,2015
69607,501,20.0,09,07,2015
69608,1850,24.0,10,06,2015
69609,1742,43.0,,,
69610,2040,33.0,09,05,2015
69611,630,39.0,11,07,2015
69612,2040,27.0,01,12,2015
69613,2655,,08,18,2015
69614,801,18.0,01,12,2015
69615,2601,,05,21,2015
69616,401,,04,22,2015
69617,801,45.0,03,12,2015
69618,501,,12,22,2015
69619,1198,63.0,02,25,2015
69620,640,68.0,10,24,2015
69621,802,36.0,01,30,2015
69622,702,,06,02,2015
69623,702,27.0,09,05,2015
69624,1401,29.0,11,02,2015
69625,501,,05,16,2015
69626,630,45.0,02,05,2015
69627,802,23.0,03,12,2015
69628,2001,36.0,09,05,2014
69629,702,,06,22,2015
69630,650,,07,28,2015
69631,501,,08,17,2015
69632,1849,,10,13,2015
69633,670,43.0,01,17,2015
69634,802,43.0,12,23,2015
69635,702,62.0,03,11,2015
69636,702,36.0,02,19,2015
69637,801,41.0,07,21,2015
69638,302,30.0,03,09,2015
69639,501,35.0,07,06,2015
69640,403,80.0,08,11,2015
69641,502,,05,04,2015
69642,302,35.0,12,28,2015
69643,501,47.0,01,29,2015
69644,1401,40.0,01,16,2015
69645,501,,04,15,2015
69646,2402,,09,26,2015
69647,801,,09,19,2015
69648,1742,,03,16,2015
69649,670,30.0,07,29,2015
69650,650,,06,19,2015
69651,690,60.0,08,02,2015
69652,690,32.0,09,22,2015
69653,403,21.0,09,08,2015
69654,1120,25.0,08,18,2015
69655,2402,31.0,07,25,2015
69656,1401,45.0,07,01,2015
69657,1002,34.0,05,27,2015
69658,1401,55.0,11,26,2015
69659,2601,,01,31,2015
69660,501,47.0,10,05,2015
69661,2201,,09,17,2015
69662,401,,09,26,2015
69663,501,61.0,06,10,2015
69664,1651,26.0,12,02,2015
69665,401,,02,08,2015
69666,801,27.0,07,31,2015
69667,801,27.0,07,31,2015
69668,501,,07,11,2015
69669,501,32.0,05,27,2015
69670,401,39.0,10,24,2015
69671,1849,,08,20,2015
69672,702,,07,18,2015
69673,302,40.0,08,15,2015
69674,2655,,05,27,2015
69675,1401,23.0,11,29,2015
69676,2655,19.0,04,24,2015
69677,501,,08,13,2015
69678,640,,10,15,2015
69679,801,23.0,05,30,2015
69680,802,41.0,08,24,2015
69681,501,,01,30,2015
69682,702,,06,25,2015
69683,702,22.0,09,20,2015
69684,640,40.0,07,08,2015
69685,640,,07,26,2015
69686,630,56.0,01,10,2015
69687,1401,53.0,06,17,2015
69688,802,28.0,08,13,2015
69689,702,26.0,01,02,2015
69690,2601,41.0,10,10,2015
69691,702,27.0,01,21,2015
69692,1401,,11,22,2015
69693,2601,50.0,04,04,2015
69694,630,,06,25,2015
69695,302,,01,22,2015
69696,301,,07,29,2015
69697,802,27.0,11,01,2015
69698,2655,21.0,03,03,2015
69699,2601,20.0,12,21,2015
69700,1546,37.0,10,10,2015
69701,1401,36.0,11,19,2015
69702,630,,11,27,2015
69703,501,81.0,11,17,2015
69704,501,57.0,06,08,2015
69705,1401,,10,16,2015
69706,650,32.0,08,15,2015
69707,640,36.0,05,10,2015
69708,2601,46.0,04,26,2015
69709,702,23.0,03,24,2015
69710,2601,,10,28,2015
69711,2655,,05,07,2015
69712,650,59.0,12,10,2015
69713,801,55.0,07,23,2015
69714,1198,,08,01,2015
69715,1849,,05,25,2015
69716,501,,03,29,2015
69717,403,34.0,11,24,2015
69718,1401,,01,13,2015
69719,1401,,08,12,2015
69720,501,44.0,07,09,2015
69721,101,,04,08,2015
69722,801,30.0,05,14,2015
69723,302,,12,23,2015
69724,640,27.0,06,22,2015
69725,1546,34.0,07,06,2015
69726,802,24.0,03,24,2015
69727,302,18.0,05,27,2015
69728,501,,05,16,2015
69729,403,20.0,09,13,2015
69730,640,,01,22,2015
69731,1401,,08,04,2015
69732,1849,,02,25,2015
69733,1849,,06,24,2015
69734,640,,07,25,2015
69735,690,,06,13,2015
69736,801,36.0,06,23,2015
69737,501,25.0,10,28,2015
69738,801,49.0,10,11,2015
69739,2655,,07,17,2015
69740,702,,08,18,2015
69741,2402,,12,13,2015
69742,2601,22.0,09,25,2015
69743,401,20.0,12,18,2015
69744,302,,11,15,2015
69745,630,54.0,05,20,2015
69746,2601,,07,19,2015
69747,702,,08,06,2015
69748,1401,,06,04,2015
69749,2601,,08,18,2015
69750,302,42.0,09,14,2015
69751,610,52.0,09,24,2015
69752,1401,21.0,02,04,2015
69753,802,,10,25,2015
69754,1401,81.0,11,12,2015
69755,2655,51.0,10,19,2015
69756,501,,02,08,2015
69757,302,21.0,12,06,2015
69758,2601,,09,26,2015
69759,640,25.0,08,10,2015
69760,640,,08,02,2015
69761,2601,21.0,10,01,2015
69762,501,30.0,08,20,2015
69763,640,,08,09,2015
69764,1198,33.0,12,20,2014
69765,901,,11,10,2015
69766,702,49.0,06,11,2015
69767,1546,23.0,10,02,2015
69768,1401,,10,28,2015
69769,690,55.0,03,23,2015
69770,2604,33.0,03,22,2015
69771,2604,33.0,03,22,2015
69772,2601,30.0,03,18,2015
69773,1850,,01,17,2015
69774,1401,,02,25,2015
69775,501,,02,18,2015
69776,630,45.0,11,08,2015
69777,1201,60.0,02,12,2015
69778,670,26.0,08,01,2015
69779,1850,26.0,12,04,2015
69780,2655,,12,23,2015
69781,1120,,08,30,2015
69782,690,,09,23,2015
69783,702,,08,05,2015
69784,670,,06,25,2015
69785,1849,22.0,05,04,2015
69786,670,19.0,02,01,2015
69787,2661,25.0,07,28,2015
69788,1401,19.0,07,24,2015
69789,1401,29.0,12,08,2015
69790,1850,,05,28,2015
69791,630,,01,21,2015
69792,702,27.0,08,23,2015
69793,640,,03,11,2015
69794,301,31.0,03,10,2015
69795,1120,19.0,11,09,2015
69796,2100,,10,01,2015
69797,501,59.0,01,25,2015
69798,702,,02,09,2015
69799,1546,,05,29,2015
69800,801,,09,21,2015
69801,401,,01,16,2015
69802,2601,55.0,02,10,2015
69803,2655,,10,14,2015
69804,401,,06,03,2015
69805,801,,10,18,2015
69806,630,,07,07,2015
69807,301,48.0,09,21,2015
69808,1198,24.0,03,20,2015
69809,702,23.0,10,11,2015
69810,401,,07,11,2015
69811,1401,48.0,06,05,2015
69812,650,,02,12,2015
69813,401,,10,21,2015
69814,670,,09,06,2015
69815,840,37.0,02,06,2015
69816,502,60.0,03,20,2015
69817,1122,,08,10,2015
69818,630,56.0,10,05,2015
69819,1401,,08,13,2015
69820,1401,20.0,08,29,2015
69821,801,52.0,08,07,2015
69822,1002,25.0,07,24,2015
69823,1001,,02,09,2015
69824,630,30.0,12,16,2015
69825,1198,,04,21,2015
69826,801,,02,26,2015
69827,799,,09,18,2015
69828,640,59.0,07,09,2015
69829,1401,28.0,03,18,2015
69830,2655,29.0,01,05,2015
69831,670,22.0,04,26,2015
69832,2041,43.0,07,20,2015
69833,1201,,04,20,2015
69834,802,23.0,03,08,2015
69835,799,,01,16,2015
69836,640,,02,09,2015
69837,1850,,04,23,2015
69838,630,,01,20,2015
69839,802,19.0,06,28,2015
69840,690,24.0,08,29,2015
69841,802,50.0,06,14,2015
69842,640,,12,02,2015
69843,640,,09,16,2015
69844,802,46.0,07,04,2015
69845,650,31.0,03,23,2015
69846,501,,05,12,2015
69847,401,18.0,06,20,2015
69848,501,,08,28,2015
69849,801,40.0,03,12,2015
69850,802,,04,12,2015
69851,799,21.0,06,26,2015
69852,801,43.0,12,22,2015
69853,640,27.0,06,16,2015
69854,2601,,12,09,2015
69855,501,,07,12,2015
69856,1849,,09,28,2015
69857,501,76.0,10,27,2015
69858,702,34.0,06,08,2015
69859,640,37.0,12,23,2015
69860,502,57.0,10,09,2015
69861,801,28.0,07,12,2015
69862,1001,,09,14,2015
69863,2001,41.0,09,05,2014
69864,1401,19.0,06,01,2015
69865,801,33.0,12,02,2015
69866,1001,72.0,03,02,2015
69867,501,,06,03,2015
69868,650,,05,19,2015
69869,690,35.0,11,18,2015
69870,501,,04,17,2015
69871,1849,22.0,01,19,2015
69872,640,,06,20,2015
69873,2601,,06,03,2015
69874,302,,12,17,2015
69875,1401,18.0,11,08,2015
69876,401,,08,09,2015
69877,702,45.0,12,17,2015
69878,1401,,12,13,2015
69879,802,31.0,11,21,2015
69880,1401,61.0,10,02,2015
69881,302,,09,17,2015
69882,802,26.0,04,09,2015
69883,801,21.0,01,31,2015
69884,301,,09,01,2015
69885,630,18.0,11,25,2015
69886,630,34.0,11,08,2015
69887,302,25.0,06,27,2015
69888,1401,34.0,11,06,2015
69889,2402,37.0,01,16,2015
69890,2040,33.0,05,22,2015
69891,1120,19.0,03,07,2015
69892,840,,12,12,2015
69893,1401,42.0,11,04,2015
69894,802,38.0,02,13,2015
69895,802,35.0,03,08,2015
69896,690,33.0,04,02,2015
69897,2604,21.0,06,16,2015
69898,2601,,09,10,2015
69899,801,,09,05,2015
69900,403,21.0,11,01,2015
69901,802,35.0,06,29,2015
69902,640,,09,26,2015
69903,2054,28.0,08,07,2015
69904,702,39.0,08,06,2015
69905,702,60.0,02,22,2015
69906,1546,19.0,10,09,2015
69907,2001,,06,20,2015
69908,799,,02,21,2015
69909,302,27.0,11,13,2015
69910,801,26.0,05,20,2015
69911,702,31.0,01,17,2015
69912,702,,05,03,2015
69913,1849,,03,02,2015
69914,2655,,09,30,2015
69915,650,30.0,01,13,2015
69916,401,18.0,07,27,2015
69917,403,51.0,08,22,2015
69918,670,,06,20,2015
69919,401,22.0,05,24,2015
69920,802,28.0,07,25,2015
69921,1198,65.0,09,15,2015
69922,1849,,01,14,2015
69923,2601,41.0,01,01,2015
69924,802,26.0,02,06,2015
69925,660,,06,23,2015
69926,670,,02,16,2015
69927,801,,04,11,2015
69928,1401,,01,04,2015
69929,690,57.0,01,20,2015
69930,1401,,03,03,2015
69931,640,28.0,02,28,2015
69932,670,23.0,08,20,2015
69933,2402,25.0,11,09,2015
69934,630,27.0,07,09,2015
69935,302,34.0,05,22,2015
69936,302,54.0,07,02,2015
69937,702,33.0,12,24,2015
69938,630,,10,21,2015
69939,630,,08,19,2015
69940,702,40.0,08,20,2015
69941,501,,02,17,2015
69942,801,24.0,04,11,2015
69943,702,70.0,08,04,2015
69944,302,,12,10,2015
69945,640,45.0,06,23,2015
69946,802,20.0,04,01,2015
69947,301,,07,01,2015
69948,1850,,02,17,2015
69949,640,36.0,04,05,2015
69950,650,,09,07,2015
69951,802,56.0,05,29,2015
69952,2402,50.0,11,26,2015
69953,670,,10,16,2015
69954,1546,22.0,11,01,2015
69955,801,43.0,04,18,2015
69956,1401,55.0,12,20,2015
69957,690,,07,08,2015
69958,2655,51.0,07,16,2015
69959,1750,,12,13,2015
69960,831,48.0,04,15,2015
69961,1401,,10,22,2015
69962,403,18.0,09,08,2015
69963,690,,12,04,2015
69964,802,44.0,06,21,2015
69965,630,,03,19,2015
69966,640,52.0,03,26,2015
69967,801,,10,22,2015
69968,1401,,08,24,2015
69969,1188,,01,28,2015
69970,2655,24.0,08,28,2015
69971,690,,12,03,2015
69972,1401,53.0,06,03,2015
69973,630,,07,13,2015
69974,1001,,02,08,2015
69975,640,61.0,07,21,2015
69976,640,,05,19,2015
69977,1401,24.0,06,21,2015
69978,501,,11,26,2015
69979,1401,,02,12,2015
69980,1401,32.0,09,25,2015
69981,403,36.0,04,29,2015
69982,2601,41.0,04,13,2015
69983,802,47.0,05,19,2015
69984,630,,01,16,2015
69985,210,,07,01,2015
69986,630,50.0,01,13,2015
69987,401,,03,04,2015
69988,640,22.0,01,13,2015
69989,630,,12,23,2015
69990,101,,10,11,2015
69991,702,,07,24,2015
69992,1849,,04,22,2015
69993,801,84.0,11,08,2015
69994,1701,55.0,12,31,2015
69995,670,,12,17,2015
69996,1001,,07,02,2015
69997,2655,43.0,12,27,2015
69998,501,43.0,09,26,2015
69999,1401,,03,23,2015
70000,802,40.0,11,03,2015
70001,801,20.0,05,01,2015
70002,640,45.0,07,21,2015
70003,1201,18.0,09,20,2015
70004,1401,51.0,03,20,2015
70005,401,30.0,03,07,2015
70006,401,48.0,06,11,2015
70007,670,,01,04,2015
70008,802,,05,04,2015
70009,802,20.0,07,23,2015
70010,501,31.0,10,24,2015
70011,501,59.0,10,13,2015
70012,1849,,02,10,2015
70013,2201,53.0,03,10,2015
70014,2655,46.0,10,16,2015
70015,1850,42.0,09,11,2015
70016,502,,04,02,2015
70017,702,28.0,06,26,2015
70018,401,48.0,05,12,2015
70019,1849,,10,11,2015
70020,501,47.0,11,05,2015
70021,501,44.0,03,21,2015
70022,1741,30.0,08,31,2015
70023,630,44.0,01,31,2015
70024,1122,31.0,08,08,2015
70025,1170,,08,05,2015
70026,501,19.0,04,22,2015
70027,502,,10,15,2014
70028,801,,06,16,2015
70029,802,53.0,10,05,2015
70030,630,,12,09,2015
70031,502,,04,29,2015
70032,630,20.0,11,17,2015
70033,831,40.0,04,17,2015
70034,3020,32.0,01,04,2015
70035,640,21.0,01,26,2015
70036,840,,12,03,2015
70037,702,,06,06,2015
70038,630,,06,04,2015
70039,1201,,01,20,2015
70040,1849,,12,20,2015
70041,2402,,03,15,2015
70042,2040,45.0,06,30,2015
70043,2655,,08,22,2015
70044,690,39.0,06,19,2015
70045,1188,,01,17,2015
70046,840,,04,05,2015
70047,1170,34.0,01,05,2015
70048,1198,,09,04,2015
70049,640,,11,27,2015
70050,1401,25.0,03,31,2015
70051,1120,48.0,05,08,2015
70052,1850,,12,19,2015
70053,1401,,05,26,2015
70054,702,,02,01,2015
70055,802,20.0,06,09,2015
70056,801,39.0,06,20,2015
70057,840,30.0,11,09,2015
70058,1401,,10,10,2015
70059,1401,,06,17,2015
70060,2601,,10,15,2015
70061,702,50.0,03,12,2015
70062,2655,25.0,03,12,2015
70063,670,92.0,05,15,2015
70064,501,,12,01,2014
70065,501,50.0,03,06,2015
70066,690,35.0,05,17,2015
70067,702,,01,17,2015
70068,801,20.0,08,02,2015
70069,1401,68.0,11,06,2015
70070,2402,26.0,01,24,2015
70071,640,45.0,11,28,2015
70072,670,35.0,06,21,2015
70073,702,58.0,07,20,2015
70074,630,,04,15,2015
70075,1849,36.0,10,21,2015
70076,1401,,03,30,2015
70077,640,34.0,11,10,2015
70078,2601,30.0,09,01,2015
70079,650,54.0,05,07,2015
70080,2100,,07,26,2015
70081,1546,,08,17,2015
70082,640,,12,04,2015
70083,1401,20.0,06,16,2015
70084,2040,81.0,09,24,2015
70085,1850,,06,23,2015
70086,1401,,07,06,2015
70087,690,24.0,05,31,2015
70088,1401,,03,02,2015
70089,2601,,02,25,2015
70090,802,24.0,10,05,2015
70091,1850,32.0,06,19,2015
70092,640,,01,03,2015
70093,401,,10,07,2015
70094,3077,39.0,01,01,2015
70095,702,,12,14,2015
70096,1401,22.0,04,27,2015
70097,630,,07,21,2015
70098,2041,29.0,07,20,2015
70099,1401,,03,18,2015
70100,1401,,04,01,2015
70101,670,,08,29,2015
70102,1401,21.0,04,15,2015
70103,1401,42.0,06,22,2015
70104,802,36.0,01,17,2015
70105,2601,19.0,02,04,2015
70106,650,29.0,09,16,2015
70107,630,,05,08,2015
70108,802,37.0,07,14,2015
70109,2100,30.0,04,17,2015
70110,802,35.0,11,06,2015
70111,401,18.0,07,17,2015
70112,1401,46.0,12,19,2015
70113,831,22.0,07,26,2015
70114,302,48.0,11,09,2015
70115,1546,20.0,06,17,2015
70116,301,24.0,06,06,2015
70117,842,36.0,08,05,2015
70118,2402,24.0,06,16,2015
70119,690,,12,22,2015
70120,2601,,10,07,2015
70121,1401,24.0,10,05,2015
70122,802,31.0,12,09,2015
70123,831,27.0,05,22,2015
70124,802,18.0,11,07,2015
70125,801,53.0,03,29,2015
70126,301,49.0,07,15,2015
70127,403,22.0,04,03,2015
70128,702,30.0,02,13,2015
70129,501,35.0,01,16,2015
70130,640,23.0,09,17,2015
70131,1401,21.0,10,10,2015
70132,502,,01,25,2015
70133,702,,07,11,2015
70134,630,,06,30,2015
70135,2601,26.0,08,18,2015
70136,1198,25.0,10,09,2015
70137,1750,20.0,03,13,2015
70138,650,41.0,04,11,2015
70139,1198,,05,21,2015
70140,801,,06,13,2015
70141,1401,,07,12,2015
70142,2655,45.0,08,26,2015
70143,502,,11,27,2015
70144,501,,07,23,2015
70145,1401,,02,05,2015
70146,801,,09,25,2015
70147,702,,07,19,2015
70148,403,45.0,10,24,2015
70149,2402,,09,17,2015
70150,403,32.0,06,03,2015
70151,401,21.0,05,06,2015
70152,2054,,01,28,2015
70153,702,,09,10,2015
70154,690,,05,03,2015
70155,1401,32.0,10,28,2015
70156,630,38.0,06,17,2015
70157,501,37.0,04,06,2015
70158,801,50.0,03,14,2015
70159,630,,12,06,2015
70160,302,,02,11,2015
70161,1401,,12,19,2015
70162,1849,33.0,10,22,2015
70163,690,56.0,12,23,2015
70164,690,36.0,11,15,2015
70165,1401,18.0,12,08,2015
70166,702,79.0,09,05,2015
70167,401,,06,21,2015
70168,670,,08,29,2015
70169,801,59.0,07,08,2015
70170,2601,,07,10,2015
70171,650,,05,22,2015
70172,640,,11,11,2015
70173,1401,36.0,01,01,2015
70174,1198,,08,06,2015
70175,403,55.0,05,24,2015
70176,702,,07,24,2015
70177,1201,,06,19,2015
70178,1546,,03,14,2015
70179,2601,33.0,11,05,2014
70180,1122,30.0,11,19,2015
70181,640,47.0,06,06,2015
70182,1849,,02,28,2015
70183,501,33.0,06,20,2015
70184,802,43.0,08,14,2015
70185,690,36.0,08,17,2015
70186,501,20.0,10,12,2015
70187,840,45.0,09,18,2015
70188,802,39.0,07,20,2015
70189,690,69.0,08,12,2015
70190,2601,,11,23,2015
70191,630,,03,15,2015
70192,1401,26.0,12,21,2015
70193,2655,36.0,10,22,2015
70194,501,75.0,06,05,2015
70195,1850,,06,07,2015
70196,802,21.0,10,06,2015
70197,502,47.0,03,10,2015
70198,501,25.0,04,07,2015
70199,1546,36.0,08,03,2015
70200,403,19.0,02,23,2015
70201,401,,05,13,2015
70202,802,18.0,12,26,2015
70203,650,,04,30,2015
70204,501,23.0,01,01,2015
70205,650,26.0,06,01,2015
70206,840,39.0,11,07,2015
70207,630,,06,24,2015
70208,640,72.0,09,11,2015
70209,801,,04,06,2015
70210,650,32.0,05,10,2015
70211,501,,03,26,2015
70212,802,19.0,05,23,2015
70213,1401,28.0,03,19,2015
70214,1401,,04,09,2015
