,Offense,Age,Month,Day,Year
70215,1401,,12,08,2015
70216,702,55.0,08,16,2015
70217,1122,,10,30,2015
70218,640,19.0,09,25,2015
70219,802,32.0,09,04,2015
70220,2655,30.0,03,25,2015
70221,1201,34.0,08,09,2015
70222,801,23.0,06,29,2015
70223,2601,,11,11,2015
70224,2601,50.0,02,13,2015
70225,302,25.0,12,10,2015
70226,1849,18.0,12,07,2015
70227,801,45.0,04,03,2015
70228,702,,12,26,2015
70229,1198,61.0,03,27,2015
70230,403,,12,08,2015
70231,1198,38.0,04,02,2015
70232,690,,11,02,2015
70233,501,37.0,02,19,2015
70234,640,,04,20,2015
70235,802,38.0,08,05,2015
70236,401,,11,17,2015
70237,1849,,01,15,2015
70238,801,24.0,04,13,2015
70239,403,47.0,11,10,2015
70240,501,34.0,12,09,2015
70241,2601,,07,02,2015
70242,501,29.0,06,10,2015
70243,501,41.0,01,23,2015
70244,802,57.0,12,08,2015
70245,831,,10,09,2015
70246,702,,05,22,2015
70247,401,31.0,05,23,2015
70248,1198,,11,11,2014
70249,650,,08,10,2015
70250,1849,,02,26,2015
70251,1120,26.0,05,22,2015
70252,501,,07,19,2015
70253,840,44.0,12,06,2015
70254,1546,59.0,06,17,2015
70255,1850,,05,04,2015
70256,702,,11,16,2015
70257,501,,10,14,2015
70258,650,28.0,01,30,2015
70259,501,49.0,04,20,2015
70260,1401,73.0,01,13,2015
70261,690,,06,28,2015
70262,640,,07,23,2015
70263,802,22.0,03,08,2015
70264,1401,86.0,06,15,2015
70265,502,,03,27,2015
70266,640,24.0,09,17,2015
70267,670,67.0,04,08,2015
70268,501,,10,27,2015
70269,630,,12,26,2015
70270,2601,20.0,04,27,2015
70271,1401,,05,02,2015
70272,802,,02,28,2015
70273,640,,06,20,2015
70274,501,59.0,12,08,2015
70275,2655,37.0,07,17,2015
70276,1352,,09,14,2015
70277,2655,56.0,10,27,2015
70278,403,36.0,06,22,2015
70279,801,39.0,09,27,2015
70280,690,54.0,06,15,2015
70281,802,,01,11,2015
70282,702,,08,28,2015
70283,2100,22.0,03,21,2015
70284,401,40.0,01,11,2015
70285,640,24.0,11,03,2015
70286,702,,08,31,2014
70287,210,20.0,08,04,2015
70288,640,,01,20,2015
70289,802,57.0,07,05,2015
70290,2601,45.0,02,28,2015
70291,802,25.0,05,12,2015
70292,201,28.0,08,10,2015
70293,802,31.0,08,05,2015
70294,2041,41.0,01,20,2015
70295,670,,09,03,2015
70296,801,46.0,05,09,2015
70297,301,,11,17,2015
70298,1750,,08,01,2013
70299,1850,28.0,06,11,2015
70300,501,,08,08,2015
70301,501,,02,24,2015
70302,1849,40.0,12,22,2015
70303,802,22.0,06,28,2015
70304,2001,30.0,05,08,2015
70305,650,29.0,06,13,2015
70306,501,28.0,07,19,2015
70307,630,,10,26,2015
70308,1546,30.0,08,09,2015
70309,640,,11,21,2015
70310,302,,08,15,2015
70311,650,,06,25,2015
70312,802,34.0,12,02,2015
70313,801,38.0,08,22,2015
70314,1546,,02,13,2015
70315,840,,04,11,2015
70316,702,26.0,11,22,2015
70317,502,,01,09,2015
70318,501,52.0,09,18,2015
70319,801,37.0,09,28,2015
70320,501,56.0,10,18,2015
70321,640,30.0,12,27,2015
70322,801,35.0,05,22,2015
70323,1198,46.0,09,25,2015
70324,502,,01,21,2015
70325,501,,03,25,2015
70326,1849,33.0,03,18,2015
70327,1401,,07,11,2015
70328,670,25.0,10,15,2015
70329,802,19.0,08,07,2015
70330,401,22.0,05,08,2015
70331,802,42.0,08,12,2015
70332,801,36.0,03,26,2015
70333,610,26.0,04,12,2015
70334,1850,,02,05,2015
70335,501,,03,08,2015
70336,2601,,07,15,2015
70337,702,21.0,04,12,2015
70338,401,61.0,06,27,2015
70339,801,30.0,04,12,2015
70340,670,78.0,02,03,2015
70341,502,18.0,01,29,2015
70342,1122,34.0,07,03,2015
70343,403,19.0,12,14,2015
70344,640,31.0,07,05,2015
70345,670,,01,17,2015
70346,2601,,11,28,2015
70347,802,25.0,11,01,2015
70348,1120,18.0,12,26,2015
70349,690,22.0,08,19,2015
70350,1401,,08,08,2015
70351,2601,,09,25,2015
70352,831,,11,12,2015
70353,802,29.0,02,07,2015
70354,650,26.0,01,19,2015
70355,702,,08,10,2015
70356,1546,24.0,03,25,2015
70357,650,,10,26,2015
70358,831,,11,25,2015
70359,2655,,09,17,2015
70360,501,36.0,05,28,2015
70361,302,,05,29,2015
70362,801,42.0,05,10,2015
70363,501,,01,15,2015
70364,2601,58.0,05,01,2015
70365,802,36.0,06,01,2015
70366,2601,52.0,11,07,2015
70367,702,20.0,01,29,2015
70368,802,33.0,09,15,2015
70369,401,28.0,08,29,2015
70370,302,30.0,01,17,2015
70371,802,24.0,12,16,2015
70372,670,,07,29,2015
70373,2655,51.0,05,10,2015
70374,1850,28.0,03,22,2015
70375,630,,09,17,2015
70376,1120,,08,30,2015
70377,802,39.0,11,11,2015
70378,630,,08,22,2015
70379,1401,30.0,08,28,2015
70380,670,58.0,04,19,2015
70381,401,35.0,11,07,2015
70382,801,47.0,09,22,2015
70383,1198,,03,06,2015
70384,802,58.0,09,21,2015
70385,650,,03,22,2015
70386,690,42.0,09,10,2015
70387,1401,20.0,02,27,2015
70388,2601,,12,30,2015
70389,802,43.0,11,17,2015
70390,1002,,04,13,2015
70391,650,,03,14,2015
70392,630,,04,21,2015
70393,2655,62.0,06,09,2015
70394,640,,09,04,2015
70395,302,,01,12,2015
70396,802,23.0,05,30,2015
70397,630,,01,24,2015
70398,2601,,09,08,2015
70399,1201,,09,26,2015
70400,2601,,03,30,2015
70401,1401,,10,16,2015
70402,403,,03,21,2015
70403,301,41.0,07,25,2015
70404,670,37.0,06,04,2015
70405,801,27.0,01,17,2015
70406,502,,10,24,2015
70407,1546,,10,30,2015
70408,401,,05,10,2015
70409,302,20.0,11,11,2015
70410,2601,,01,18,2015
70411,502,55.0,06,02,2015
70412,1849,,08,26,2015
70413,702,,11,22,2015
70414,1120,59.0,02,17,2015
70415,840,,05,13,2015
70416,640,,02,20,2015
70417,1120,,01,02,2015
70418,690,,08,15,2015
70419,802,22.0,05,03,2015
70420,1702,18.0,11,13,2015
70421,501,,12,22,2015
70422,702,23.0,12,02,2015
70423,1546,,05,18,2015
70424,2655,26.0,10,16,2015
70425,801,,06,02,2015
70426,2601,,04,01,2015
70427,301,,08,09,2015
70428,501,58.0,10,22,2015
70429,1401,23.0,11,25,2015
70430,401,57.0,10,20,2015
70431,2655,51.0,11,27,2015
70432,1401,,11,25,2015
70433,302,25.0,10,09,2015
70434,702,25.0,10,26,2015
70435,2601,44.0,12,09,2015
70436,702,,02,11,2015
70437,630,25.0,12,03,2015
70438,802,41.0,06,27,2015
70439,501,,11,02,2015
70440,630,,07,09,2015
70441,702,45.0,09,24,2015
70442,2655,,05,26,2015
70443,2655,,05,23,2015
70444,2601,,01,01,2015
70445,1401,58.0,02,02,2015
70446,802,30.0,07,07,2015
70447,2601,,10,10,2015
70448,831,39.0,04,04,2015
70449,640,44.0,05,10,2015
70450,670,35.0,10,02,2015
70451,650,25.0,03,15,2015
70452,802,48.0,05,10,2015
70453,702,,06,22,2015
70454,1401,,07,17,2015
70455,640,19.0,01,22,2015
70456,690,,09,20,2015
70457,2601,,10,08,2015
70458,1401,43.0,02,23,2015
70459,650,,11,17,2015
70460,1401,,04,01,2015
70461,670,,03,31,2015
70462,802,31.0,01,14,2015
70463,2601,38.0,09,28,2015
70464,501,50.0,07,08,2015
70465,2100,34.0,,,
70466,401,,06,20,2015
70467,401,36.0,09,20,2015
70468,2655,,08,06,2015
70469,1849,,03,04,2015
70470,802,36.0,05,14,2015
70471,1002,34.0,07,15,2014
70472,501,,06,30,2015
70473,650,23.0,03,05,2015
70474,1401,,11,12,2015
70475,403,,06,08,2015
70476,501,54.0,01,15,2015
70477,1849,,04,10,2015
70478,1849,,01,22,2015
70479,1401,,05,27,2015
70480,802,55.0,04,08,2015
70481,690,,09,25,2015
70482,1849,,11,01,2015
70483,801,48.0,08,01,2015
70484,801,60.0,02,24,2015
70485,802,30.0,12,31,2015
70486,702,27.0,02,01,2015
70487,1401,,02,07,2015
70488,2402,51.0,03,29,2015
70489,301,,06,20,2015
70490,801,33.0,08,23,2015
70491,2040,38.0,10,01,2015
70492,640,44.0,09,17,2015
70493,2402,,08,27,2015
70494,1850,21.0,01,17,2015
70495,802,20.0,05,02,2015
70496,640,,11,16,2015
70497,690,31.0,08,22,2015
70498,801,22.0,09,27,2015
70499,690,,08,27,2015
70500,702,18.0,08,18,2015
70501,1120,48.0,06,06,2015
70502,1849,,07,11,2015
70503,630,,04,25,2015
70504,690,34.0,02,23,2015
70505,501,28.0,08,26,2015
70506,702,45.0,07,21,2015
70507,640,51.0,02,27,2015
70508,502,,09,27,2015
70509,640,39.0,01,10,2015
70510,670,24.0,07,04,2015
70511,650,,02,05,2015
70512,802,28.0,05,07,2015
70513,1198,70.0,11,12,2014
70514,840,30.0,03,17,2015
70515,630,,10,14,2015
70516,501,20.0,07,30,2015
70517,1401,33.0,06,08,2015
70518,1198,,03,25,2015
70519,640,65.0,08,08,2015
70520,1401,,05,03,2015
70521,1742,,,,
70522,640,,09,23,2015
70523,2655,26.0,10,14,2015
70524,2601,43.0,05,28,2015
70525,401,,03,28,2015
70526,2601,47.0,05,01,2015
70527,1198,23.0,07,01,2008
70528,1849,,12,14,2015
70529,501,25.0,09,25,2015
70530,101,,01,20,2015
70531,1401,,05,23,2015
70532,630,,11,17,2015
70533,2402,,11,02,2015
70534,302,58.0,06,28,2015
70535,1850,,09,23,2015
70536,660,52.0,08,25,2015
70537,1401,,04,26,2015
70538,650,25.0,02,23,2015
70539,502,,12,21,2015
70540,802,27.0,05,28,2015
70541,670,,03,11,2015
70542,702,20.0,03,09,2015
70543,801,21.0,06,19,2015
70544,1401,54.0,04,28,2015
70545,1401,55.0,08,22,2015
70546,2601,,04,22,2015
70547,640,,09,08,2015
70548,702,,01,24,2015
70549,2402,,03,18,2015
70550,670,,06,06,2015
70551,630,,12,21,2015
70552,702,34.0,09,14,2015
70553,1198,34.0,07,13,2015
70554,670,,12,14,2014
70555,302,,05,30,2015
70556,702,39.0,09,13,2015
70557,802,48.0,01,19,2015
70558,501,,12,01,2015
70559,501,37.0,08,09,2015
70560,802,47.0,02,13,2015
70561,1120,,07,23,2015
70562,2601,42.0,11,15,2015
70563,640,25.0,06,12,2015
70564,1120,,03,11,2015
70565,702,20.0,04,23,2015
70566,640,28.0,11,26,2015
70567,690,,10,28,2015
70568,501,,04,21,2015
70569,501,,04,21,2015
70570,1401,39.0,03,17,2015
70571,670,34.0,12,30,2015
70572,1401,,12,14,2015
70573,690,,07,27,2015
70574,640,27.0,09,17,2015
70575,630,,02,01,2015
70576,801,35.0,10,23,2015
70577,301,28.0,07,21,2015
70578,402,,10,29,2015
70579,501,,08,24,2015
70580,702,23.0,02,20,2015
70581,670,36.0,05,16,2015
70582,801,,12,23,2015
70583,630,,08,05,2015
70584,640,,05,03,2015
70585,802,41.0,12,18,2015
70586,501,36.0,05,15,2015
70587,702,24.0,10,23,2015
70588,670,,05,13,2015
70589,2601,,06,15,2015
70590,1401,,09,10,2015
70591,1849,,09,06,2015
70592,2655,,08,22,2015
70593,2655,38.0,02,18,2015
70594,650,31.0,02,16,2015
70595,640,29.0,04,19,2015
70596,831,58.0,02,02,2015
70597,1401,60.0,05,26,2015
70598,799,,03,11,2015
70599,630,20.0,05,10,2015
70600,302,,04,06,2015
70601,630,,12,05,2015
70602,401,,05,28,2015
70603,1401,19.0,08,22,2015
70604,302,20.0,07,31,2015
70605,2601,,10,26,2015
70606,2655,,08,14,2015
70607,502,,08,29,2015
70608,640,70.0,07,14,2015
70609,501,66.0,01,02,2015
70610,702,61.0,07,16,2015
70611,403,33.0,11,21,2015
70612,501,,12,03,2015
70613,630,,02,11,2015
70614,620,,09,19,2015
70615,501,69.0,08,02,2015
70616,2601,45.0,03,23,2015
70617,1120,,09,30,2015
70618,1401,26.0,06,05,2015
70619,802,,06,25,2015
70620,799,,12,17,2015
70621,1849,19.0,03,30,2015
70622,301,34.0,07,11,2015
70623,831,48.0,09,22,2015
70624,1120,,10,17,2015
70625,650,,10,02,2015
70626,501,,09,16,2015
70627,670,19.0,05,11,2015
70628,2601,,09,03,2015
70629,640,21.0,09,09,2015
70630,640,,11,28,2015
70631,670,64.0,08,27,2015
70632,1002,24.0,12,23,2014
70633,1849,,04,20,2015
70634,403,23.0,05,11,2015
70635,630,,03,24,2015
70636,501,,07,29,2015
70637,650,35.0,06,12,2015
70638,650,,01,21,2015
70639,1401,33.0,12,07,2015
70640,1850,,03,03,2015
70641,201,21.0,05,16,2015
70642,301,50.0,08,01,2015
70643,210,19.0,07,13,2015
70644,1401,77.0,04,03,2015
70645,1401,,11,12,2015
70646,802,31.0,09,17,2015
70647,301,35.0,06,08,2015
70648,650,18.0,10,11,2015
70649,801,27.0,05,02,2015
70650,1401,,07,26,2015
70651,501,,06,16,2015
70652,1198,,03,11,2015
70653,501,,03,23,2015
70654,690,72.0,08,19,2015
70655,1401,,02,24,2015
70656,401,,12,18,2015
70657,2655,21.0,02,04,2015
70658,640,30.0,03,09,2015
70659,2402,,07,02,2015
70660,1849,25.0,09,02,2015
70661,802,32.0,10,12,2015
70662,802,,05,05,2015
70663,2602,57.0,10,27,2015
70664,302,19.0,11,17,2015
70665,501,,12,23,2015
70666,401,28.0,11,02,2015
70667,670,25.0,12,29,2015
70668,702,40.0,12,31,2015
70669,2100,24.0,08,28,2015
70670,702,,01,31,2015
70671,501,34.0,02,25,2015
70672,702,36.0,02,07,2015
70673,302,,10,02,2015
70674,1198,56.0,08,18,2015
70675,1198,,04,06,2015
70676,2601,26.0,10,06,2015
70677,1850,,10,30,2015
70678,1401,19.0,12,02,2015
70679,630,,02,07,2015
70680,301,63.0,09,09,2015
70681,1401,32.0,10,21,2015
70682,630,,09,21,2015
70683,501,,01,10,2015
70684,501,,06,30,2015
70685,640,,01,21,2015
70686,302,22.0,08,29,2015
70687,501,31.0,07,23,2015
70688,1198,36.0,09,07,2012
70689,1170,,05,21,2015
70690,630,,10,05,2015
70691,650,,01,01,2015
70692,702,,07,07,2015
70693,640,,03,08,2015
70694,640,,01,13,2015
70695,1401,,07,19,2015
70696,802,58.0,07,14,2015
70697,640,49.0,06,27,2015
70698,802,21.0,07,26,2015
70699,802,33.0,05,02,2015
70700,702,21.0,06,08,2015
70701,702,37.0,11,26,2015
70702,630,,11,25,2015
70703,502,,07,11,2015
70704,1122,,05,30,2015
70705,403,35.0,10,18,2015
70706,1401,30.0,08,29,2015
70707,2001,28.0,02,27,2015
70708,840,23.0,03,19,2015
70709,702,,09,05,2015
70710,302,76.0,09,03,2015
70711,1648,,12,24,2015
70712,2601,,04,02,2015
70713,1001,25.0,02,09,2015
70714,401,36.0,12,21,2015
70715,2601,24.0,10,29,2015
70716,1401,21.0,06,17,2015
70717,901,,07,28,2015
70718,831,37.0,09,17,2015
70719,401,41.0,02,06,2015
70720,501,54.0,02,05,2015
70721,640,,07,08,2015
70722,401,41.0,12,31,2015
70723,403,32.0,10,28,2015
70724,702,,10,15,2015
70725,2601,40.0,01,10,2015
70726,670,68.0,03,27,2015
70727,702,36.0,11,02,2015
70728,831,32.0,08,13,2015
70729,501,79.0,06,20,2015
70730,2655,32.0,10,05,2015
70731,301,,01,15,2015
70732,670,19.0,01,01,2015
70733,1849,,07,04,2015
70734,1750,,08,20,2015
70735,640,56.0,03,04,2015
70736,650,,09,24,2015
70737,640,30.0,07,31,2015
70738,1401,,04,17,2015
70739,1401,,12,15,2015
70740,802,38.0,04,30,2015
70741,650,19.0,02,25,2015
70742,802,26.0,10,19,2015
70743,670,22.0,12,21,2014
70744,801,32.0,03,22,2015
70745,1401,22.0,01,15,2015
70746,802,48.0,06,13,2015
70747,2601,,09,22,2015
70748,1001,,02,06,2015
70749,1850,,02,09,2015
70750,702,,01,08,2015
70751,501,,04,30,2015
70752,670,,05,02,2015
70753,1849,,04,02,2015
70754,1401,,08,24,2015
70755,801,58.0,11,10,2015
70756,702,,11,30,2015
70757,301,28.0,11,11,2015
70758,501,,07,07,2015
70759,801,,11,19,2015
70760,802,28.0,07,19,2015
70761,702,,10,21,2015
70762,802,25.0,05,18,2015
70763,610,64.0,04,03,2015
70764,630,18.0,11,04,2015
70765,630,,12,29,2015
70766,1401,,02,19,2015
70767,1849,,09,02,2015
70768,501,82.0,07,27,2015
70769,640,33.0,03,25,2015
70770,2201,,07,21,2015
70771,630,42.0,12,12,2015
70772,630,,01,20,2015
70773,501,,05,14,2015
70774,1401,,04,09,2015
70775,702,23.0,08,09,2015
70776,801,22.0,05,03,2015
70777,401,41.0,07,31,2015
70778,2402,33.0,08,13,2015
70779,2601,,06,12,2015
70780,1401,,11,06,2015
70781,802,35.0,05,01,2015
70782,301,,12,11,2015
70783,640,60.0,02,10,2015
70784,650,49.0,07,23,2015
70785,640,54.0,09,23,2015
70786,2402,,04,19,2015
70787,702,39.0,09,14,2015
70788,640,32.0,02,17,2015
70789,802,27.0,09,19,2015
70790,401,30.0,03,09,2015
70791,2601,,08,05,2015
70792,401,21.0,01,04,2015
70793,2402,,02,04,2015
70794,702,,02,23,2015
70795,501,,01,06,2015
70796,801,,08,06,2015
70797,2001,51.0,01,17,2015
70798,1401,51.0,02,08,2015
70799,1201,,12,28,2014
70800,670,,03,08,2015
70801,630,,01,08,2015
70802,799,,07,23,2015
70803,2201,53.0,05,24,2015
70804,650,,07,06,2015
70805,690,,07,10,2015
70806,502,,03,27,2015
70807,401,,07,07,2015
70808,640,,08,23,2015
70809,802,21.0,06,16,2015
70810,640,,11,04,2015
70811,210,,11,17,2015
70812,640,,03,07,2015
70813,501,,01,30,2015
70814,1401,,03,15,2015
70815,302,,03,13,2015
70816,402,25.0,02,15,2015
70817,302,38.0,07,16,2015
70818,1401,47.0,08,21,2015
70819,801,,07,19,2015
70820,640,,04,12,2015
70821,650,53.0,03,04,2015
70822,501,47.0,07,29,2015
70823,501,37.0,11,15,2015
70824,501,,07,25,2015
70825,501,,01,22,2015
70826,401,31.0,06,14,2015
70827,302,30.0,09,22,2015
70828,501,,10,03,2015
70829,690,,06,02,2015
70830,401,55.0,05,23,2015
70831,802,,08,26,2015
70832,670,26.0,01,12,2015
70833,1546,,03,10,2015
70834,702,,07,30,2015
70835,801,,10,31,2015
70836,670,,12,18,2015
70837,2655,,12,02,2015
70838,630,19.0,03,01,2015
70839,801,30.0,09,02,2015
70840,702,27.0,09,13,2015
70841,670,,10,01,2015
70842,670,,02,11,2015
70843,1198,44.0,08,28,2015
70844,630,,10,22,2015
70845,640,23.0,03,20,2015
70846,1401,,07,12,2015
70847,501,,03,15,2015
70848,670,,01,15,2015
70849,501,36.0,06,26,2015
70850,802,,08,18,2015
70851,802,34.0,09,14,2015
70852,1849,,07,27,2015
70853,802,50.0,12,26,2015
70854,799,,01,22,2015
70855,680,,08,20,2015
70856,1401,28.0,01,26,2015
70857,1197,54.0,04,03,2015
70858,2601,,10,19,2015
70859,2601,,03,03,2015
70860,650,29.0,03,15,2015
70861,1401,,11,09,2015
70862,2601,44.0,12,26,2015
70863,2601,,04,01,2015
70864,630,,01,22,2015
70865,401,32.0,02,27,2015
70866,302,46.0,07,12,2015
70867,1401,,02,07,2015
70868,302,20.0,04,02,2015
70869,640,,12,26,2015
70870,640,,02,09,2015
70871,640,,09,16,2015
70872,670,48.0,06,18,2015
70873,2601,,03,11,2015
70874,1352,,08,08,2015
70875,401,35.0,08,22,2015
70876,640,29.0,03,09,2015
70877,2601,,06,18,2015
70878,302,,10,12,2015
70879,302,,08,01,2015
70880,2601,64.0,12,14,2015
70881,640,,03,06,2015
70882,650,,08,29,2015
70883,1849,,04,23,2015
70884,501,20.0,07,16,2015
70885,1401,54.0,07,27,2015
70886,650,,01,25,2015
70887,630,29.0,07,07,2015
70888,302,44.0,07,30,2015
70889,640,29.0,08,09,2015
70890,1122,,07,23,2015
70891,1401,,10,20,2015
70892,1401,23.0,04,17,2015
70893,1120,,09,05,2015
70894,1198,,04,13,2015
70895,802,42.0,01,11,2015
70896,640,31.0,06,21,2015
70897,2100,,01,05,2015
70898,702,71.0,02,15,2015
70899,2601,69.0,09,08,2015
70900,690,24.0,08,01,2015
70901,802,24.0,08,12,2015
70902,702,20.0,11,02,2015
70903,802,34.0,10,03,2015
70904,401,28.0,03,16,2015
70905,799,,04,08,2015
70906,650,,06,23,2015
70907,2601,25.0,05,07,2015
70908,802,40.0,07,03,2015
70909,801,61.0,10,20,2015
70910,2402,,03,14,2015
70911,670,,09,12,2015
70912,702,,12,21,2015
70913,501,58.0,07,15,2015
70914,2655,27.0,09,30,2015
70915,2604,48.0,08,09,2015
70916,801,43.0,10,09,2015
70917,403,19.0,02,18,2015
70918,401,30.0,10,18,2015
70919,501,,01,23,2015
70920,1849,18.0,08,03,2015
70921,702,18.0,02,15,2015
70922,201,20.0,10,22,2011
70923,1401,62.0,07,23,2015
70924,2655,45.0,11,09,2015
70925,802,22.0,07,06,2015
70926,1401,30.0,07,18,2015
70927,1001,34.0,01,02,2015
70928,2655,,04,13,2015
70929,401,,08,10,2015
70930,690,,01,07,2015
70931,501,66.0,02,23,2015
70932,502,47.0,12,19,2015
70933,301,,12,01,2015
70934,501,31.0,04,16,2015
70935,2041,36.0,08,01,2015
70936,640,,04,02,2015
70937,302,53.0,02,04,2015
70938,2601,73.0,11,09,2015
70939,801,18.0,05,06,2015
70940,1401,,03,19,2015
70941,1197,,02,26,2015
70942,690,28.0,12,02,2015
70943,2601,54.0,09,25,2015
70944,1546,,08,26,2015
70945,670,,07,09,2015
70946,640,,09,04,2015
70947,2601,,04,27,2015
70948,1401,,11,28,2015
70949,1401,,01,15,2015
70950,630,,08,01,2015
70951,690,,10,19,2015
70952,630,,02,06,2015
70953,2601,,11,09,2015
70954,640,,04,29,2015
70955,650,41.0,04,22,2015
70956,2100,29.0,03,14,2015
70957,501,,05,16,2015
70958,1849,46.0,11,14,2015
70959,302,24.0,09,20,2015
70960,1120,,05,04,2015
70961,802,18.0,09,30,2015
70962,1352,,12,17,2015
70963,640,,10,22,2015
70964,401,49.0,05,11,2015
70965,690,,07,12,2015
70966,1401,23.0,07,28,2015
70967,1401,23.0,10,03,2015
70968,802,39.0,06,05,2015
70969,670,44.0,09,03,2015
70970,2601,27.0,01,02,2015
70971,840,31.0,01,01,2015
70972,401,26.0,07,31,2015
70973,640,26.0,10,23,2015
70974,301,44.0,11,17,2015
70975,630,34.0,06,20,2015
70976,1401,,02,13,2015
70977,2601,,07,02,2015
70978,1401,,10,07,2015
70979,670,73.0,10,06,2015
70980,302,,02,09,2015
70981,2402,31.0,12,07,2015
70982,690,,06,14,2015
70983,640,58.0,01,08,2015
70984,2402,37.0,01,20,2015
70985,501,55.0,05,03,2015
70986,2402,33.0,03,18,2015
70987,302,,10,06,2015
70988,702,61.0,11,28,2015
70989,702,36.0,01,20,2015
70990,630,,05,26,2015
70991,1401,,03,28,2015
70992,1401,,11,30,2015
70993,802,23.0,10,30,2015
70994,1849,54.0,06,24,2015
70995,630,,08,08,2015
70996,1401,40.0,01,16,2015
70997,1850,54.0,06,24,2015
70998,1401,59.0,01,12,2015
70999,650,,10,26,2015
71000,650,,12,03,2015
71001,401,26.0,11,23,2015
71002,1742,32.0,08,06,2015
71003,650,,04,05,2015
71004,501,,02,27,2015
71005,640,22.0,10,24,2015
71006,501,,04,09,2015
71007,2601,,04,23,2015
71008,403,22.0,06,03,2015
71009,2601,,03,11,2015
71010,650,,01,24,2015
71011,702,,08,12,2015
71012,301,28.0,09,28,2015
71013,402,,12,06,2015
71014,1002,46.0,07,06,2015
71015,501,,05,27,2015
71016,702,50.0,01,31,2015
71017,1198,20.0,03,17,2015
71018,1546,,04,24,2015
71019,702,,05,03,2015
71020,640,25.0,05,01,2015
71021,640,,11,05,2015
71022,801,,02,22,2015
71023,1401,23.0,01,08,2015
71024,2601,,08,24,2015
71025,401,,07,06,2015
71026,1849,,08,10,2015
71027,802,50.0,01,17,2015
71028,403,21.0,08,10,2015
71029,640,38.0,04,27,2015
71030,301,27.0,12,29,2014
71031,670,,06,09,2015
71032,1849,20.0,12,18,2015
71033,1401,26.0,03,29,2015
71034,831,42.0,01,30,2015
71035,802,19.0,06,14,2015
71036,1198,,11,03,2015
71037,403,18.0,07,13,2015
71038,801,35.0,02,11,2015
71039,670,32.0,07,31,2015
71040,650,40.0,06,24,2015
71041,640,24.0,10,19,2015
71042,702,29.0,03,02,2015
71043,1198,,08,21,2015
71044,840,,07,23,2015
71045,650,,07,10,2015
71046,650,,06,15,2015
71047,501,52.0,01,20,2015
71048,403,33.0,01,16,2015
71049,640,53.0,11,30,2015
71050,802,25.0,07,13,2015
71051,501,,11,23,2015
71052,650,,10,01,2015
71053,501,80.0,02,13,2015
71054,802,37.0,09,21,2015
71055,640,,09,04,2015
71056,301,,05,25,2015
71057,1401,,06,13,2015
71058,1401,,08,21,2015
71059,210,,08,16,2015
71060,501,19.0,06,24,2015
71061,210,35.0,07,06,2015
71062,630,,04,24,2015
71063,501,46.0,12,25,2015
71064,1849,26.0,01,02,2015
71065,650,29.0,08,23,2015
71066,501,,06,17,2015
71067,670,,08,02,2015
71068,401,,06,04,2015
71069,840,,05,24,2015
71070,702,30.0,11,07,2015
71071,2601,25.0,05,22,2015
71072,301,18.0,01,15,2015
71073,1401,,03,21,2015
71074,403,31.0,02,14,2015
71075,670,,11,07,2015
71076,302,20.0,11,16,2015
71077,501,85.0,05,22,2015
71078,702,,05,12,2015
71079,650,22.0,01,25,2015
71080,1198,,04,11,2015
71081,2601,,08,20,2015
71082,2655,,01,17,2015
71083,702,,09,12,2015
71084,670,,09,25,2015
71085,1401,,01,30,2015
71086,1198,,07,18,2015
71087,1401,38.0,09,06,2015
71088,1401,22.0,04,02,2015
71089,630,66.0,03,11,2015
71090,1001,,03,31,2015
71091,702,,01,22,2015
71092,802,23.0,04,15,2015
71093,2601,,03,12,2015
71094,1401,,01,02,2015
71095,401,50.0,03,19,2015
71096,802,54.0,09,08,2015
71097,1401,,12,14,2015
71098,702,,02,25,2015
71099,670,25.0,05,19,2015
71100,2402,43.0,03,04,2015
71101,1401,24.0,03,25,2015
71102,2001,,11,15,2015
71103,690,19.0,08,28,2015
71104,2601,,07,29,2015
71105,702,,02,03,2015
71106,801,24.0,10,16,2015
71107,2655,19.0,03,29,2015
71108,702,36.0,07,29,2015
71109,1850,,06,23,2015
71110,1850,,06,23,2015
71111,640,55.0,04,09,2015
71112,1849,,03,15,2015
71113,401,,02,18,2015
71114,802,44.0,12,17,2015
71115,1849,,01,10,2015
71116,690,23.0,12,10,2015
71117,501,,11,30,2015
71118,690,33.0,02,18,2015
71119,1401,24.0,01,10,2015
71120,802,46.0,05,07,2015
71121,201,24.0,04,29,2015
